station id
28
31
46
53
61
65
73
81
84
90
158
216
221
231
232
233
238
248
251
254
264
267
276
279
308
313
446
511
522
523
527
528
763
864
911
914
916
922
923
929
930
931
936
937
946
1057
1061
1084
1095
1113
1114
1117
1133
1134
1135
1141
1161
1503
1510
1647
1719
1730
1742
1777
1934
2113
9568
10348
10469
436
438
439
454
460
464
465
496
501
533
607
609
826
1065
1070
1290
1481
1487
1543
1633
10466
326
1077
