station id
21
42
43
47
52
62
66
71
121
145
168
172
175
176
220
224
226
228
236
242
247
260
282
283
286
299
300
319
323
337
348
435
441
443
466
469
471
473
486
490
497
502
530
531
535
539
540
608
616
617
619
620
621
627
629
633
636
639
641
646
648
650
658
660
665
668
669
672
673
677
687
689
690
691
740
744
759
762
784
791
802
835
840
844
846
855
857
868
869
870
871
874
877
880
907
926
932
938
948
949
950
957
1025
1039
1063
1076
1079
1089
1093
1097
1098
1108
1122
1126
1137
1139
1140
1157
1159
1177
1178
1180
1222
1224
1231
1232
1243
1250
1251
1254
1255
1302
1303
1381
1397
1398
1438
1440
1444
1446
1447
1456
1457
1458
1460
1462
1475
1479
1480
1494
1500
1509
1514
1517
1527
1542
1549
1550
1554
1580
1584
1585
1589
1592
1608
1612
1613
1663
1665
1671
1672
1680
1726
1741
1751
1752
1758
1769
1779
1782
1789
1790
1792
1795
1798
1819
1828
1830
1832
1837
1839
1854
1859
1861
1890
1899
1901
1909
1910
1912
9480
9523
9525
9529
9530
9533
9535
9556
9565
9589
9592
9595
10347
10465
10468
10470
492
509
513
1448
1459
1461
1508
1562
1594
1649
1692
9528
173
317
353
357
467
487
538
1463
1557
1579
1582
1605
1679
10351
10388
9566
321
