station id,station code,station name,station city,station synonym,station active from,station active to,station longitude,station latitude,network id,station setting id,station type id,network code,network name,station setting name,station setting short name,station type name,station street,station street nr,station zip code
1945,DEUB001,Westerland,Westerland,,1968-01-01,,8.3080,54.9231,17,3,1,UB,UBA,ländliches Gebiet,ländlich,Hintergrund,Lornsenweg,9,25980
1948,DEUB004,Schauinsland,Oberried-Hofsgrund,,1968-01-01,,7.9040,47.9129,17,5,1,UB,UBA,ländlich regional,ländlich,Hintergrund,Schauinslandstr.,2,79254
1949,DEUB005,Waldhof,Lüder-Langenbrügge,,1970-01-01,,10.7561,52.8009,17,3,1,UB,UBA,ländliches Gebiet,ländlich,Hintergrund,Waldhof,1,29394
1972,DEUB028,Zingst,Zingst,,1991-09-01,,12.7250,54.4368,17,3,1,UB,UBA,ländliches Gebiet,ländlich,Hintergrund,Landstr.,3,18374
1973,DEUB029,Schmücke,Gehlberg,,1978-07-01,,10.7694,50.6546,17,3,1,UB,UBA,ländliches Gebiet,ländlich,Hintergrund,Schmücke,,98559
1974,DEUB030,Neuglobsow,Neuglobsow,,1969-01-01,,13.0323,53.1423,17,5,1,UB,UBA,ländlich regional,ländlich,Hintergrund,Zur alten Fischerhütte,1,16775
1988,DEUB044,Zugspitze Schneefernerhaus,Zugspitze,,1999-06-01,,10.9807,47.4144,17,4,1,UB,UBA,ländlich abgelegen,ländlich,Hintergrund,Zugspitze,5,82475
