station id,station code,station name,station city,station synonym,station active from,station active to,station longitude,station latitude,network id,station setting id,station type id,network code,network name,station setting name,station setting short name,station type name,station street,station street nr,station zip code
1500,DESL003,Dillingen City,Dillingen,DICY,2018-01-01,,6.7335,49.3579,12,1,2,SL,Saarland,städtisches Gebiet,städtisch,Industrie,"Roonstrasse , gegenüber Hausnr. 39",,66763
1503,DESL006,Lauterbach,Völklingen,LAUT,1987-07-01,,6.7449,49.1836,12,2,1,SL,Saarland,vorstädtisches Gebiet,vorstädtisch,Hintergrund,Köhlerstraße/Glashüttenplatz,,66333
1509,DESL012,Saarbrücken-City,Saarbrücken,SBCY,1983-07-01,,6.9876,49.2335,12,1,1,SL,Saarland,städtisches Gebiet,städtisch,Hintergrund,Stengelstraße,,66117
1510,DESL013,Saarlouis-Fraulautern,Saarlouis,FRAL,1983-07-01,,6.7536,49.3226,12,2,1,SL,Saarland,vorstädtisches Gebiet,vorstädtisch,Hintergrund,von Lettow Vorbeck-Brücke,,66740
1514,DESL017,Völklingen-City Stadionstr.,Völklingen,VKCY,1989-05-01,,6.8677,49.2543,12,1,1,SL,Saarland,städtisches Gebiet,städtisch,Hintergrund,Stadionstraße,,66333
1516,DESL019,Biringen,Rehlingen-Siersburg,BIRI,2003-02-01,,6.5520,49.4169,12,5,1,SL,Saarland,ländlich regional,ländlich,Hintergrund,Dorfstraße,,66780
1517,DESL020,Saarbrücken-Verkehr,Saarbrücken,SBVS,2004-10-01,,7.0032,49.2307,12,1,3,SL,Saarland,städtisches Gebiet,städtisch,Verkehr,Mainzer Straße,44,66121
1527,DESL030,Ottweiler,Ottweiler,OTTW,2018-01-01,,7.1656,49.3995,12,1,3,SL,Saarland,städtisches Gebiet,städtisch,Verkehr,Martin-Luther-Str.,23,66564
1508,DESL011,Saarbrücken-Eschberg,Saarbrücken,OSSB,1983-07-01,,7.0363,49.2372,12,1,1,SL,Saarland,städtisches Gebiet,städtisch,Hintergrund,Magdeburgerstr./Pommernring,,66121
