,date,pm10,pm25
152,2016-06-01,17.14968152866242,12.776785714285714
153,2016-06-02,14.309090909090909,11.520661157024794
154,2016-06-03,17.63905325443787,12.581967213114757
155,2016-06-04,19.717261904761905,13.81967213114754
156,2016-06-05,19.421364985163205,14.048780487804878
157,2016-06-06,18.6973293768546,12.05
158,2016-06-07,18.053571428571427,11.256198347107436
159,2016-06-08,17.964285714285715,11.672
160,2016-06-09,18.174311926605505,11.1869918699187
161,2016-06-10,17.488095238095237,8.804878048780488
162,2016-06-11,14.96755162241888,8.715447154471544
163,2016-06-12,13.366863905325443,9.544715447154472
164,2016-06-13,13.172619047619047,10.46774193548387
165,2016-06-14,11.791044776119405,8.959677419354838
166,2016-06-15,10.106824925816024,6.409836065573771
167,2016-06-16,11.43026706231454,7.403225806451613
168,2016-06-17,11.733532934131736,8.330645161290322
169,2016-06-18,10.381656804733728,7.216
170,2016-06-19,11.585798816568047,7.288
171,2016-06-20,13.66865671641791,8.209677419354838
172,2016-06-21,9.81547619047619,6.780487804878049
173,2016-06-22,12.295180722891564,7.950413223140496
174,2016-06-23,16.803030303030305,10.710526315789474
175,2016-06-24,21.67964071856288,14.525
176,2016-06-25,16.843373493975903,13.099173553719009
177,2016-06-26,9.749253731343284,6.545454545454546
178,2016-06-27,10.979041916167663,6.951219512195122
179,2016-06-28,11.47005988023952,6.780487804878049
180,2016-06-29,10.921212121212122,6.715447154471545
181,2016-06-30,12.475903614457833,7.878048780487805
182,2016-07-01,11.905044510385755,7.443548387096774
183,2016-07-02,9.543283582089552,6.144
184,2016-07-03,9.360119047619047,4.370967741935484
185,2016-07-04,12.36094674556213,6.373983739837398
186,2016-07-05,13.381656804733728,7.992
187,2016-07-06,10.93452380952381,5.144
188,2016-07-07,14.215339233038348,7.246031746031746
189,2016-07-08,18.652941176470588,11.064516129032258
190,2016-07-09,14.158823529411764,9.032
191,2016-07-10,14.141176470588237,9.666666666666666
192,2016-07-11,15.859281437125748,9.153225806451612
193,2016-07-12,15.133136094674557,7.451612903225806
194,2016-07-13,12.023668639053254,7.261904761904762
195,2016-07-14,10.045045045045043,5.451612903225806
196,2016-07-15,11.02373887240356,5.76984126984127
197,2016-07-16,15.411764705882351,10.412698412698411
198,2016-07-17,12.323529411764708,9.216
199,2016-07-18,13.368731563421829,7.992
200,2016-07-19,15.86904761904762,9.14516129032258
201,2016-07-20,17.348214285714285,9.333333333333334
202,2016-07-21,20.423076923076923,13.564516129032258
203,2016-07-22,20.677611940298508,13.919354838709678
204,2016-07-23,18.223214285714285,12.36065573770492
205,2016-07-24,21.561194029850743,16.41322314049587
206,2016-07-25,23.58132530120482,16.68595041322314
207,2016-07-26,18.21130952380953,12.798387096774194
208,2016-07-27,18.32248520710059,12.67741935483871
209,2016-07-28,16.504451038575667,10.804878048780488
210,2016-07-29,13.044642857142858,9.306451612903226
211,2016-07-30,11.430678466076696,7.487804878048781
212,2016-07-31,12.029411764705882,8.65040650406504
213,2016-08-01,11.438805970149254,6.317073170731708
214,2016-08-02,12.808383233532934,8.919354838709678
215,2016-08-03,10.294294294294296,6.4227642276422765
216,2016-08-04,14.218934911242604,7.475806451612903
217,2016-08-05,13.940652818991095,7.666666666666667
218,2016-08-06,13.283185840707963,7.714285714285714
219,2016-08-07,12.882352941176473,7.632
220,2016-08-08,15.747774480712168,8.412698412698413
221,2016-08-09,14.37202380952381,6.563492063492063
222,2016-08-10,11.273809523809524,4.888888888888889
223,2016-08-11,11.09792284866469,5.722222222222222
224,2016-08-12,12.926470588235292,8.28
225,2016-08-13,15.452941176470588,9.68
226,2016-08-14,13.7905604719764,8.290322580645162
227,2016-08-15,13.967647058823529,7.73170731707317
228,2016-08-16,15.82492581602374,8.5
229,2016-08-17,15.077380952380953,8.008064516129032
230,2016-08-18,17.30860534124629,9.4
231,2016-08-19,18.452662721893493,11.024193548387096
232,2016-08-20,13.893805309734514,10.088
233,2016-08-21,9.345132743362832,5.476190476190476
234,2016-08-22,12.40117994100295,7.080645161290323
235,2016-08-23,14.381656804733728,8.072
236,2016-08-24,15.717647058823529,9.306451612903226
237,2016-08-25,19.206489675516224,11.38095238095238
238,2016-08-26,24.10059171597633,14.841269841269842
239,2016-08-27,21.90828402366864,14.015873015873016
240,2016-08-28,19.549253731343285,13.484126984126984
241,2016-08-29,13.48948948948949,7.475806451612903
242,2016-08-30,12.95266272189349,6.564516129032258
243,2016-08-31,17.97345132743363,9.15079365079365
517,2017-06-01,15.555223880597016,8.416666666666666
518,2017-06-02,17.585798816568047,9.734848484848484
519,2017-06-03,18.04385964912281,12.808823529411764
520,2017-06-04,12.638235294117647,10.669117647058824
521,2017-06-05,11.48036253776435,7.748148148148148
522,2017-06-06,11.95795795795796,9.015151515151516
523,2017-06-07,10.22356495468278,4.708955223880597
524,2017-06-08,13.375,6.684210526315789
525,2017-06-09,13.779761904761903,7.703703703703703
526,2017-06-10,13.25294117647059,7.888888888888889
527,2017-06-11,14.014749262536872,9.272727272727272
528,2017-06-12,16.08605341246291,9.044776119402986
529,2017-06-13,15.35103244837758,7.6940298507462686
530,2017-06-14,15.5,8.727941176470589
531,2017-06-15,17.099125364431487,10.594202898550725
532,2017-06-16,14.909356725146198,8.794117647058824
533,2017-06-17,13.871720116618077,7.467153284671533
534,2017-06-18,12.274052478134111,8.485294117647058
535,2017-06-19,15.482035928143713,9.727941176470589
536,2017-06-20,21.259701492537317,12.875
537,2017-06-21,18.4,9.592592592592592
538,2017-06-22,25.60542168674699,15.111940298507465
539,2017-06-23,22.2433234421365,13.992700729927009
540,2017-06-24,15.304093567251462,10.398550724637682
541,2017-06-25,10.725146198830409,7.875
542,2017-06-26,11.504398826979472,6.37956204379562
543,2017-06-27,15.5,8.807407407407407
544,2017-06-28,14.520588235294118,10.768115942028986
545,2017-06-29,13.486880466472304,11.124087591240876
546,2017-06-30,9.117302052785924,5.911764705882353
547,2017-07-01,9.217391304347826,6.452554744525547
548,2017-07-02,13.211594202898551,7.722627737226277
549,2017-07-03,11.49855072463768,5.903703703703704
550,2017-07-04,14.440233236151604,7.742647058823529
551,2017-07-05,16.50887573964497,9.125925925925928
552,2017-07-06,19.517543859649123,11.533333333333331
553,2017-07-07,20.1046511627907,13.912408759124087
554,2017-07-08,20.84457478005865,15.037313432835822
555,2017-07-09,15.612244897959185,10.365671641791044
556,2017-07-10,16.330383480825958,11.851851851851851
557,2017-07-11,13.348214285714286,9.678571428571429
558,2017-07-12,11.089020771513352,7.654676258992806
559,2017-07-13,12.339233038348082,5.521739130434782
560,2017-07-14,14.79765395894428,8.507246376811594
561,2017-07-15,11.363636363636363,8.079710144927537
562,2017-07-16,13.587020648967552,9.424460431654676
563,2017-07-17,13.839285714285714,8.318840579710145
564,2017-07-18,15.540298507462689,8.840579710144928
565,2017-07-19,21.149700598802397,12.352517985611511
566,2017-07-20,18.365269461077844,13.10948905109489
567,2017-07-21,14.467647058823529,8.503597122302159
568,2017-07-22,14.39941690962099,10.313868613138686
569,2017-07-23,10.513274336283184,8.278195488721805
570,2017-07-24,10.27245508982036,6.788321167883212
571,2017-07-25,9.050147492625369,6.521739130434782
572,2017-07-26,10.323442136498516,7.17037037037037
573,2017-07-27,12.529239766081872,8.543478260869565
574,2017-07-28,13.862573099415204,7.571428571428571
575,2017-07-29,13.405247813411078,7.661764705882353
576,2017-07-30,12.914454277286136,7.708955223880597
577,2017-07-31,14.830357142857142,7.737226277372263
578,2017-08-01,16.877611940298507,10.115107913669064
579,2017-08-02,18.0117994100295,11.971428571428572
580,2017-08-03,18.19648093841642,11.385714285714286
581,2017-08-04,13.105571847507331,7.268115942028985
582,2017-08-05,11.889855072463767,6.692857142857143
583,2017-08-06,10.049562682215743,6.2086330935251794
584,2017-08-07,14.064327485380115,7.705035971223022
585,2017-08-08,17.599415204678362,10.863309352517986
586,2017-08-09,12.646884272997031,8.920289855072463
587,2017-08-10,14.53935860058309,11.257142857142858
588,2017-08-11,12.33527696793003,9.485714285714286
589,2017-08-12,8.918840579710144,6.347517730496454
590,2017-08-13,8.828488372093023,5.963503649635037
591,2017-08-14,12.02906976744186,7.242647058823529
592,2017-08-15,16.76991150442478,10.231884057971014
593,2017-08-16,16.940828402366865,12.467153284671532
594,2017-08-17,16.694117647058825,11.912408759124087
595,2017-08-18,12.378698224852071,9.197080291970805
596,2017-08-19,9.244897959183673,5.539568345323741
597,2017-08-20,9.882697947214076,5.619402985074627
598,2017-08-21,11.979472140762462,6.917910447761194
599,2017-08-22,14.257309941520468,7.992753623188406
600,2017-08-23,16.055718475073313,9.179856115107912
601,2017-08-24,19.68804664723032,13.297872340425531
602,2017-08-25,17.45821325648415,11.119718309859154
603,2017-08-26,19.67543859649123,14.057553956834532
604,2017-08-27,19.926900584795323,14.6
605,2017-08-28,16.48973607038123,9.818840579710145
606,2017-08-29,21.44574780058651,13.893617021276595
607,2017-08-30,25.319648093841643,17.163120567375888
608,2017-08-31,11.508720930232558,8.865248226950355
882,2018-06-01,19.495548961424333,14.63265306122449
883,2018-06-02,17.801186943620177,15.85234899328859
884,2018-06-03,16.865671641791046,14.39864864864865
885,2018-06-04,18.30059523809524,13.797297297297296
886,2018-06-05,22.46290801186944,15.142857142857142
887,2018-06-06,19.96978851963746,10.5
888,2018-06-07,19.982035928143716,11.137931034482758
889,2018-06-08,23.05917159763313,15.047619047619047
890,2018-06-09,23.857988165680474,15.349315068493151
891,2018-06-10,20.623145400593472,16.438356164383563
892,2018-06-11,18.620178041543028,12.904761904761903
893,2018-06-12,13.874269005847951,8.228187919463087
894,2018-06-13,11.536873156342184,5.938775510204081
895,2018-06-14,15.373529411764704,9.20689655172414
896,2018-06-15,17.737463126843657,11.655405405405403
897,2018-06-16,18.367346938775512,12.35135135135135
898,2018-06-17,15.020289855072464,10.986394557823129
899,2018-06-18,13.692307692307692,8.33108108108108
900,2018-06-19,14.421052631578949,8.966442953020135
901,2018-06-20,15.320588235294116,9.45578231292517
902,2018-06-21,15.774853801169591,7.918367346938775
903,2018-06-22,11.708823529411765,4.738255033557047
904,2018-06-23,12.985507246376812,6.225165562913907
905,2018-06-24,11.0466472303207,6.385135135135135
906,2018-06-25,12.492537313432836,7.79054054054054
907,2018-06-26,16.020527859237536,9.76
908,2018-06-27,13.92375366568915,7.312925170068027
909,2018-06-28,14.915697674418604,8.387755102040817
910,2018-06-29,16.188953488372093,8.86986301369863
911,2018-06-30,13.291545189504372,6.368055555555555
912,2018-07-01,8.91150442477876,3.915492957746479
913,2018-07-02,11.646017699115044,4.748251748251748
914,2018-07-03,16.36764705882353,7.222222222222222
915,2018-07-04,21.026627218934912,10.577181208053693
916,2018-07-05,18.058823529411764,10.493243243243244
917,2018-07-06,15.00597014925373,8.275167785234899
918,2018-07-07,16.227138643067846,7.655405405405405
919,2018-07-08,13.65680473372781,7.768707482993197
920,2018-07-09,14.079881656804734,7.639455782312925
921,2018-07-10,13.174927113702624,7.422818791946309
922,2018-07-11,14.12463768115942,8.93288590604027
923,2018-07-12,16.1453488372093,10.547297297297296
924,2018-07-13,17.61516034985423,11.557046979865772
925,2018-07-14,15.511695906432749,9.972602739726028
926,2018-07-15,13.01466275659824,8.285714285714286
927,2018-07-16,14.419354838709678,8.884353741496598
928,2018-07-17,18.35672514619883,11.493150684931509
929,2018-07-18,17.014836795252226,10.4421768707483
930,2018-07-19,17.888235294117646,9.693877551020408
931,2018-07-20,20.55131964809384,11.877551020408164
932,2018-07-21,19.828488372093023,13.513333333333334
933,2018-07-22,19.31286549707602,13.805369127516778
934,2018-07-23,18.74561403508772,12.47945205479452
935,2018-07-24,20.70175438596491,11.702702702702704
936,2018-07-25,21.6891495601173,12.231292517006803
937,2018-07-26,19.912023460410555,10.645833333333334
938,2018-07-27,21.54227405247813,12.129251700680271
939,2018-07-28,20.00874635568513,12.926666666666666
940,2018-07-29,12.9067055393586,8.873333333333333
941,2018-07-30,16.243478260869566,10.026845637583891
942,2018-07-31,20.18713450292398,11.547297297297296
943,2018-08-01,17.440233236151602,10.241610738255034
944,2018-08-02,17.57396449704142,10.706666666666669
945,2018-08-03,22.480825958702063,12.93421052631579
946,2018-08-04,19.66763848396501,12.079470198675496
947,2018-08-05,11.720588235294118,7.132450331125828
948,2018-08-06,14.482248520710058,7.173333333333333
949,2018-08-07,21.11111111111111,10.317880794701988
950,2018-08-08,23.68731563421829,12.624161073825505
951,2018-08-09,21.27433628318584,11.885906040268456
952,2018-08-10,8.632047477744807,4.75
953,2018-08-11,9.41764705882353,5.416107382550336
954,2018-08-12,10.476470588235294,6.25
955,2018-08-13,13.097633136094675,7.818791946308725
956,2018-08-14,11.470588235294118,7.536423841059602
957,2018-08-15,14.183431952662724,8.319727891156463
958,2018-08-16,17.223529411764705,10.317567567567568
959,2018-08-17,18.037790697674417,10.666666666666666
960,2018-08-18,14.932944606413994,9.503355704697986
961,2018-08-19,16.91253644314869,11.472972972972974
962,2018-08-20,15.804093567251462,10.228187919463087
963,2018-08-21,13.97667638483965,7.436241610738255
964,2018-08-22,20.744868035190617,10.073825503355703
965,2018-08-23,24.68328445747801,14.845637583892618
966,2018-08-24,14.411078717201166,10.02
967,2018-08-25,8.68421052631579,5.213333333333333
968,2018-08-26,7.180758017492711,4.059602649006623
969,2018-08-27,11.005847953216374,6.153333333333333
970,2018-08-28,15.281524926686217,8.662162162162161
971,2018-08-29,21.30701754385965,12.557046979865772
972,2018-08-30,15.03244837758112,11.16
973,2018-08-31,13.102339181286547,7.066225165562914
1247,2019-06-01,14.33815028901734,9.167539267015709
1248,2019-06-02,13.36046511627907,8.710526315789474
1249,2019-06-03,16.857558139534884,9.242105263157894
1250,2019-06-04,16.608069164265128,10.015625
1251,2019-06-05,19.68103448275862,12.158974358974358
1252,2019-06-06,13.831428571428573,8.76530612244898
1253,2019-06-07,12.303468208092486,7.937823834196891
1254,2019-06-08,10.32183908045977,4.494791666666667
1255,2019-06-09,10.410404624277456,5.708994708994709
1256,2019-06-10,13.364161849710984,8.6
1257,2019-06-11,14.58840579710145,10.11340206185567
1258,2019-06-12,14.35672514619883,9.70103092783505
1259,2019-06-13,10.084057971014492,5.134020618556701
1260,2019-06-14,15.406340057636887,8.120603015075377
1261,2019-06-15,16.801724137931036,10.522613065326633
1262,2019-06-16,10.329512893982807,6.621212121212121
1263,2019-06-17,13.498567335243552,8.326530612244898
1264,2019-06-18,17.849275362318842,10.685279187817258
1265,2019-06-19,19.888252148997136,11.35204081632653
1266,2019-06-20,13.17579250720461,8.552763819095478
1267,2019-06-21,12.302593659942364,7.366834170854271
1268,2019-06-22,13.504297994269342,8.422885572139304
1269,2019-06-23,12.666666666666666,7.895
1270,2019-06-24,15.45272206303725,8.668341708542714
1271,2019-06-25,21.24712643678161,12.025252525252526
1272,2019-06-26,30.86918604651163,17.9746192893401
1273,2019-06-27,18.702312138728324,10.894472361809044
1274,2019-06-28,15.494252873563218,7.308457711442786
1275,2019-06-29,16.288184438040346,8.450495049504951
1276,2019-06-30,20.971181556195965,11.651741293532336
1277,2019-07-01,20.24347826086957,11.019900497512438
1278,2019-07-02,13.907246376811594,5.98
1279,2019-07-03,13.17008797653959,5.57286432160804
1280,2019-07-04,14.831395348837209,6.020408163265306
1281,2019-07-05,17.15497076023392,7.191919191919192
1282,2019-07-06,15.883040935672517,8.381909547738694
1283,2019-07-07,11.122093023255816,6.206030150753769
1284,2019-07-08,10.138235294117647,4.8979591836734695
1285,2019-07-09,10.442815249266864,4.596938775510204
1286,2019-07-10,13.05813953488372,5.57286432160804
1287,2019-07-11,17.326589595375722,9.105
1288,2019-07-12,15.282420749279538,9.63
1289,2019-07-13,12.852173913043478,8.48
1290,2019-07-14,9.988439306358382,6.43
1291,2019-07-15,12.03206997084548,7.41919191919192
1292,2019-07-16,13.194202898550724,8.422885572139304
1293,2019-07-17,15.535087719298245,9.587064676616915
1294,2019-07-18,16.665697674418606,8.99502487562189
1295,2019-07-19,17.286956521739132,10.49
1296,2019-07-20,15.593023255813954,9.582089552238806
1297,2019-07-21,13.190615835777129,7.365
1298,2019-07-22,15.135294117647058,8.296482412060302
1299,2019-07-23,18.20359281437126,9.1010101010101
1300,2019-07-24,21.475073313782996,10.451776649746192
1301,2019-07-25,25.722713864306783,12.746192893401016
1302,2019-07-26,23.75872093023256,12.039800995024876
1303,2019-07-27,18.70487106017192,10.597014925373134
1304,2019-07-28,17.566473988439306,11.00995024875622
1305,2019-07-29,18.92753623188406,12.175879396984923
1306,2019-07-30,17.936599423631122,11.274111675126903
1307,2019-07-31,14.267241379310343,7.505
1308,2019-08-01,14.294460641399416,7.08080808080808
1309,2019-08-02,16.052325581395348,8.708542713567839
1310,2019-08-03,13.18624641833811,8.48730964467005
1311,2019-08-04,11.714697406340058,7.661538461538462
1312,2019-08-05,15.406340057636887,8.924242424242424
1313,2019-08-06,15.166666666666666,8.97
1314,2019-08-07,11.982808022922637,7.0606060606060606
1315,2019-08-08,12.028735632183908,6.309644670050761
1316,2019-08-09,14.45086705202312,7.656565656565657
1317,2019-08-10,11.785507246376811,5.852791878172589
1318,2019-08-11,12.929824561403509,5.964285714285714
1319,2019-08-12,11.740412979351031,5.67005076142132
1320,2019-08-13,9.923976608187134,5.085427135678392
1321,2019-08-14,10.697406340057636,5.425
1322,2019-08-15,10.535816618911175,5.517412935323383
1323,2019-08-16,11.93063583815029,5.825870646766169
1324,2019-08-17,11.098265895953755,6.438423645320197
1325,2019-08-18,8.33529411764706,5.03
1326,2019-08-19,10.896755162241888,5.385
1327,2019-08-20,14.081632653061224,6.6138613861386135
1328,2019-08-21,14.089855072463768,6.811881188118812
1329,2019-08-22,16.86918604651163,8.787128712871286
1330,2019-08-23,20.351744186046517,12.25870646766169
1331,2019-08-24,21.35243553008596,14.06896551724138
1332,2019-08-25,22.68103448275862,15.394088669950738
1333,2019-08-26,25.821325648414987,16.335
1334,2019-08-27,25.587209302325583,16.616915422885572
1335,2019-08-28,24.921739130434784,16.019801980198018
1336,2019-08-29,21.179190751445088,13.717821782178218
1337,2019-08-30,20.430635838150287,13.143564356435643
1338,2019-08-31,20.6189111747851,13.82587064676617
1613,2020-06-01,11.278735632183908,4.990147783251231
1614,2020-06-02,15.530434782608696,6.21078431372549
1615,2020-06-03,17.891737891737893,8.241545893719806
1616,2020-06-04,15.789625360230549,9.434782608695652
1617,2020-06-05,7.971181556195965,4.8173076923076925
1618,2020-06-06,6.495702005730659,3.4541062801932365
1619,2020-06-07,7.703703703703703,4.160975609756098
1620,2020-06-08,10.763005780346822,5.509708737864078
1621,2020-06-09,14.31908831908832,8.41826923076923
1622,2020-06-10,14.228571428571428,9.198067632850242
1623,2020-06-11,14.61823361823362,10.591346153846152
1624,2020-06-12,15.368571428571428,10.360576923076923
1625,2020-06-13,14.640579710144928,10.370731707317074
1626,2020-06-14,13.93063583815029,8.78921568627451
1627,2020-06-15,12.979591836734691,7.34313725490196
1628,2020-06-16,14.549418604651162,8.83495145631068
1629,2020-06-17,16.134285714285713,10.178743961352655
1630,2020-06-18,12.303724928366762,7.154589371980676
1631,2020-06-19,11.088571428571427,6.6298076923076925
1632,2020-06-20,10.73087818696884,6.4375
1633,2020-06-21,10.005730659025788,6.038647342995169
1634,2020-06-22,12.371757925072046,6.415458937198068
