date,pm10,pm25,peak_temperature,precipitation_mm
2020-06,14.964141095888108,6.880983007047816,22.244172701074977,2.7661182073773123
2020-07,13.811363555695188,5.774136051234527,22.77358391277212,2.0127132355402715
2020-08,17.21003287032227,7.882457040361096,26.06821498978449,2.1027590814261927
2020-09,17.957651785509967,7.912942129020899,20.790711965135507,1.7821672909607518
2020-10,13.540497571408721,6.492715003113396,13.987699540166794,2.6624619367541342
2020-11,19.599367281418566,10.744080894581131,10.380409462087451,0.7995270203960229
2020-12,17.150912557244215,10.949830257068214,6.059864329961532,2.3103543267214
2021-01,15.264693712334992,9.788910167074668,3.555811546321086,2.965801432276009
2021-02,25.100723101761815,13.700071919957601,6.574786232116212,2.0526106357780534
2021-03,21.01857040749956,12.02935366111428,9.772134909521785,1.6801150665751736
2021-04,17.85614373335553,9.777159903507261,11.121273617232973,1.5138928259747593
2021-05,11.436697657319641,6.311737160696586,15.370523954207808,3.3670178464114984
2021-06,19.069459054647503,10.579623630635739,24.389609442571416,2.662914452579613
2021-07,15.934895548466303,8.608436302867483,23.02292606815883,3.6912991689408123
2021-08,12.746752531475888,6.814380119579976,20.99586646940821,3.3826152894209174
2021-09,17.126600064712097,9.836926325579384,20.344987317654347,1.2959264273399194
2021-10,16.044546612259182,9.385778486821318,14.68479354960507,1.781029231723598
2021-11,17.97936072568722,11.809381763384405,7.932567000042272,1.731292617724411
2021-12,16.360813149639345,11.17924363219161,5.549253366151132,2.2094676190686386
2022-01,17.275711861907,11.313897989729078,5.5409689040007795,1.9604962758660918
2022-02,12.967804607122476,7.08810698627646,8.364253408086672,3.2962629870407523
2022-03,27.47208996745396,17.8357216527708,11.310960483501562,0.5859645116789793
2022-04,15.028017035503309,8.968536822418494,12.993299877593579,2.083780735809971
2022-05,16.857870983201657,8.86352304952902,20.241676773620995,1.5056254495912273
2022-06,15.361143660270647,8.212816780452917,24.094829528672616,2.2913205920986375
2022-07,14.848390758119313,7.287729641865194,25.116911304166877,1.301223260210693
2022-08,17.93910767925904,9.111906681890531,26.806392469938874,1.3590620859781954
2022-09,13.298247153319554,7.059729965547938,18.47784245173136,3.3833576640641887
2022-10,18.57160604201515,9.360515754582488,17.668723341608775,1.6225757793672306
2022-11,16.68822738991011,10.764541522561302,10.155509060139268,2.017261857587434
2022-12,20.339915283022126,15.010439828192656,4.7629101721780085,2.592459271837745
