city,station,start_time,end_time,value
Recklinghausen,1415,2017-09-05 11:00:00,2017-09-05 12:00:00,13.0
Recklinghausen,1415,2017-09-06 11:00:00,2017-09-06 12:00:00,12.0
Recklinghausen,1415,2017-09-07 11:00:00,2017-09-07 12:00:00,26.0
Recklinghausen,1415,2017-09-08 11:00:00,2017-09-08 12:00:00,13.0
Recklinghausen,1415,2017-09-09 11:00:00,2017-09-09 12:00:00,7.0
Recklinghausen,1415,2017-09-10 11:00:00,2017-09-10 12:00:00,8.0
Recklinghausen,1415,2017-09-11 11:00:00,2017-09-11 12:00:00,10.0
Recklinghausen,1415,2017-09-12 11:00:00,2017-09-12 12:00:00,9.0
Recklinghausen,1415,2017-09-13 11:00:00,2017-09-13 12:00:00,11.0
Recklinghausen,1415,2017-09-14 11:00:00,2017-09-14 12:00:00,8.0
Recklinghausen,1415,2017-09-15 11:00:00,2017-09-15 12:00:00,9.0
Recklinghausen,1415,2017-09-16 11:00:00,2017-09-16 12:00:00,8.0
Recklinghausen,1415,2017-09-17 11:00:00,2017-09-17 12:00:00,9.0
Recklinghausen,1415,2017-09-18 11:00:00,2017-09-18 12:00:00,10.0
Recklinghausen,1415,2017-09-19 11:00:00,2017-09-19 12:00:00,18.0
Recklinghausen,1415,2017-09-20 11:00:00,2017-09-20 12:00:00,22.0
Recklinghausen,1415,2017-09-21 11:00:00,2017-09-21 12:00:00,16.0
Recklinghausen,1415,2017-09-22 11:00:00,2017-09-22 12:00:00,24.0
Recklinghausen,1415,2017-09-23 11:00:00,2017-09-23 12:00:00,34.0
Recklinghausen,1415,2017-09-24 11:00:00,2017-09-24 12:00:00,28.0
Recklinghausen,1415,2017-09-25 11:00:00,2017-09-25 12:00:00,20.0
Recklinghausen,1415,2017-09-26 11:00:00,2017-09-26 12:00:00,22.0
Recklinghausen,1415,2017-09-27 11:00:00,2017-09-27 12:00:00,19.0
Recklinghausen,1415,2017-09-28 11:00:00,2017-09-28 12:00:00,21.0
Recklinghausen,1415,2017-09-29 11:00:00,2017-09-29 12:00:00,15.0
Recklinghausen,1415,2017-09-30 11:00:00,2017-09-30 12:00:00,12.0
Recklinghausen,1415,2017-10-01 11:00:00,2017-10-01 12:00:00,12.0
Recklinghausen,1415,2017-10-02 11:00:00,2017-10-02 12:00:00,19.0
Recklinghausen,1415,2017-10-03 11:00:00,2017-10-03 12:00:00,14.0
Recklinghausen,1415,2017-10-04 11:00:00,2017-10-04 12:00:00,19.0
Recklinghausen,1415,2017-10-05 11:00:00,2017-10-05 12:00:00,11.0
Recklinghausen,1415,2017-10-06 11:00:00,2017-10-06 12:00:00,11.0
Recklinghausen,1415,2017-10-07 11:00:00,2017-10-07 12:00:00,12.0
Recklinghausen,1415,2017-10-08 11:00:00,2017-10-08 12:00:00,10.0
Recklinghausen,1415,2017-10-09 11:00:00,2017-10-09 12:00:00,18.0
Recklinghausen,1415,2017-10-10 11:00:00,2017-10-10 12:00:00,16.0
Recklinghausen,1415,2017-10-11 11:00:00,2017-10-11 12:00:00,10.0
