date start,value
2016-01,16.865591397849464
2016-02,13.139241782617464
2016-03,19.050933786078097
2016-04,12.806335282651073
2016-05,14.086932008230571
2016-06,12.948972103461267
2016-07,13.978677718965345
2016-08,15.255279248088597
2016-09,19.72531819745442
2016-10,15.425424725634453
2016-11,17.98996101364522
2016-12,25.185181486290045
2017-01,28.284247145377677
2017-02,25.205827067669173
2017-03,16.21459879933864
2017-04,17.420467836257313
2017-05,14.115664544517035
2017-06,14.850786177043917
2017-07,13.538089372704372
2017-08,14.484176126590986
2017-09,14.678265107212475
2017-10,15.87216063561814
2017-11,17.527972709551655
2017-12,11.579274720640946
2018-01,12.286610739372149
2018-02,24.01514202172097
2018-03,21.46927882641455
2018-04,16.57115009746589
2018-05,18.170588492895742
2018-06,15.84255604288499
2018-07,16.68808645982445
2018-08,14.967743045152414
2018-09,16.0036800538929
2018-10,20.72033578570081
2018-11,19.270113089095286
2018-12,13.966436687861336
2019-01,17.985396761987193
2019-02,23.260918073369698
2019-03,15.030354982966587
2019-04,18.109550940259147
2019-05,12.817398294915025
2019-06,13.983075335397318
2019-07,15.615945104697227
2019-08,14.801994906621394
2019-09,12.084198343079922
2019-10,13.632802356935983
2019-11,15.643178104575163
2019-12,15.062033939212357
2020-01,18.172665534804754
2020-02,10.691727311009098
2020-03,14.774912752310886
2020-04,18.427926843251917
2020-05,11.562441048858707
2020-06,10.88839080954019
2020-07,10.951329937747595
2020-08,14.327096996127256
2020-09,15.065497076023393
2020-10,11.981963031392523
2020-11,19.41111111111111
2020-12,13.174862955935062
2021-01,11.626844823951087
2021-02,22.708683473389357
2021-03,16.82461133859316
2021-04,14.923509918587317
2021-05,7.4930158361285395
2021-06,15.72701327496606
2021-07,13.082648113008645
2021-08,11.085388994307399
2021-09,14.610331384015593
2021-10,14.729177069809248
2021-11,15.181395482169476
2021-12,12.843330753353975
2022-01,13.753980935894448
2022-02,11.779940046193916
2022-03,24.98453122052443
2022-04,13.024101307189543
2022-05,13.760657727676852
2022-06,13.371585110652449
2022-07,13.96683977495922
2022-08,15.47611993297602
2022-09,11.055962618965715
2022-10,18.90090174439895
2022-11,14.039617016397203
2022-12,17.002219337084014
2023-01,11.828983432648668
2023-02,18.093045112781954
2023-03,13.121741735743532
2023-04,11.337551599587204
2023-05,13.882525910760457
2023-06,16.497375587661967
2023-07,12.339896725526657
2023-08,11.933362323423992
2023-09,15.238960862122628
2023-10,14.08550620304715
2023-11,8.73613834422658
2023-12,11.016338759612504
2024-01,16.94114664824617
2024-02,11.50836862270619
2024-03,15.361063950198075
2024-04,10.770441463134961
2024-05,11.493088984320384
2024-06,13.095174358092315
2024-07,11.782753947645839
2024-08,13.959144778454675
2024-09,14.385867446393764
2024-10,14.085224624654616
2024-11,13.130753927301916
2024-12,12.473460196189398
2025-01,14.497564277550294
2025-02,24.171992481203006
2025-03,20.40916808149406
2025-04,13.73128540305011
2025-05,13.230716318785579
2025-06,14.05797619047619
2025-07,12.203372639378333
2025-08,16.00491028329838
2025-09,10.707622405687422
2025-10,11.387729285262491
2025-11,14.725633528265108
2025-12,15.047826714160479
2026-01,21.461439018165272
2026-02,12.970238095238097
