date,pm10,pm25,peak_temperature,precipitation_mm
2016-01-01,81.98054979209968,34.487189858856006,6.0214690458374065,0.13470457500938082
2016-01-02,23.084371106311178,8.982044669636343,3.9752857801479493,2.5113337582328343
2016-01-03,26.288342566407493,10.560340592287284,1.641251969593942,2.4728478737356547
2016-01-04,32.48234282306014,13.058555878185272,1.6962561693662268,5.3482301556040825
2016-01-05,38.2735469811984,13.33400094161235,1.810943425672069,2.1893042616330454
2016-01-06,49.11341854615172,17.39379236217461,1.1644600138288486,1.1597292622448132
2016-01-07,47.93358309586611,19.96991468449687,3.152517742722212,3.8197568142432257
2016-01-08,19.631487404456102,5.04143192049882,5.72916623161914,1.8179980616162308
2016-01-09,19.580428696845267,6.096605681848748,5.599361131874714,0.7553467633374469
2016-01-10,16.180825134908876,4.97805856397736,6.8087317469342885,4.624533642745203
2016-01-11,11.150721105885436,3.4331678783378696,5.614090841121147,5.193787814438326
2016-01-12,12.316612405384541,4.351210178236473,5.234936478471954,4.516095859885667
2016-01-13,10.92922664873713,3.6771914992682984,4.270403190130418,4.2298699094276575
2016-01-14,15.725479495114765,4.529418069177731,3.3304738967709153,3.1615786320702375
2016-01-15,18.962929070934663,7.067203969421745,2.0867550555927457,3.7037319461198055
2016-01-16,19.503607325737253,8.198426302638142,1.5449687136616883,2.421501950308253
2016-01-17,16.371171045633243,5.5255140041188096,-0.6288379641116991,1.460027583086454
2016-01-18,25.083984017134778,10.31338665406091,-2.2384986661231885,0.025089132744469576
2016-01-19,34.443912154826634,13.081681460651177,-2.166245564347204,0.15667668752659417
2016-01-20,36.35449976804486,13.710917292472633,0.6805565931806072,0.6955094523854898
2016-01-21,34.53437978613261,15.79992346864492,-0.5238080567500643,0.0032790999496951083
2016-01-22,36.78997304419216,15.764771098531904,0.003500122597910281,1.1617711603082814
2016-01-23,32.28662094824364,10.24574636768439,5.352200062913313,2.9207887773237786
2016-01-24,21.333067442768975,6.586662542023814,6.0189348553209205,1.0015569157412387
2016-01-25,22.291762096017955,6.951596168834176,10.352696681045181,0.9912906364552492
2016-01-26,24.75150787327988,6.977466703930865,10.640380252041409,0.4530240336759872
2016-01-27,16.97317320248116,3.8342119080194874,11.094472590717904,3.2861381356244213
2016-01-28,19.883898597964475,4.32808212649188,10.13679543229631,3.520720481338803
2016-01-29,17.199710694555677,4.429094216912306,8.63963644401308,0.453381546147732
2016-01-30,8.38810752709019,2.514091280054678,8.617556109583925,11.434227360256259
2016-01-31,10.782110458391,2.793178476991245,7.755977317632335,5.385495243818397
2016-02-01,11.67742339129155,3.6257402021856637,10.678212728092403,3.923564624065422
2016-02-02,11.385572349831207,2.8887347494468956,10.542819197682501,4.076202153450837
2016-02-03,14.687726336566767,3.625879397408954,6.498207325879104,1.8507148628415622
2016-02-04,12.650153803170774,4.168236509111439,4.28158426167035,4.55235813227846
2016-02-05,17.155811860954618,6.470414254512256,7.945092528446779,1.717370749359908
2016-02-06,14.249324933955641,4.530882383267256,11.27972553878573,0.0023965459942903704
2016-02-07,12.248782663977595,2.9120216618212997,11.077851729318912,0.8593862012709945
2016-02-08,8.52704968672803,1.9123343223919564,9.59223161816318,7.454283787715398
2016-02-09,10.881182444231712,2.8984568177709784,9.226976660919673,10.984180450622928
2016-02-10,10.649260287114531,3.5873943885582626,5.750638506171665,4.654543035330626
2016-02-11,15.63616439297415,4.937628237984165,5.938651632608459,1.6601628071825991
2016-02-12,21.551803503660174,7.187381783097821,5.719982722155032,0.23664904315228827
2016-02-13,24.20127583813052,8.678326267539745,5.915058620720437,2.044599343322868
2016-02-14,22.025544834034886,9.087796989052169,5.225192340599511,4.27534886666548
2016-02-15,17.376012551795217,5.861147210001538,3.996676373093265,2.6140792719287385
2016-02-16,20.687216026642567,7.535943005613419,2.663222123564571,0.10104435832662313
2016-02-17,25.150565477469826,9.32637322723962,3.1704863417578526,0.5655062951728665
2016-02-18,31.791441732072975,13.276372003703147,5.598901108808277,0.08273413724934878
2016-02-19,33.90549314117673,13.920066708718425,5.033215253551621,0.5373517794372771
2016-02-20,12.940631171964466,4.3134469115667065,7.431473270702182,8.427866942473845
2016-02-21,5.511447102740664,1.6751663443354947,10.624659047461536,8.279252161185099
2016-02-22,12.324998172366366,2.542125321489204,10.75221436341218,9.872999179231304
2016-02-23,14.319157604499344,3.726962176853322,7.2183076407698685,4.761699084905748
2016-02-24,17.261492487916044,4.730094220006307,5.377757057351706,0.6324362938311955
2016-02-25,20.822166402007174,6.788492247923101,4.586486170684803,1.214608474768746
2016-02-26,25.15564390821674,8.455104895417536,4.776271160019608,0.1407517452493143
2016-02-27,25.537620629017898,9.663369244017746,6.003899399632191,0.0
2016-02-28,31.70570839827184,11.843056543032636,5.677333815878945,0.0466465085887153
2016-02-29,30.73967123018518,12.283644263336374,4.256841152145894,2.3354846672227283
2016-03-01,31.332551073099225,12.067686207854257,3.5899956907533985,3.078100802262428
2016-03-02,13.825335809890118,4.299662687353004,7.5343193320050466,4.208905604583125
2016-03-03,17.712214235816635,5.45549370910544,5.761343069101121,1.3275380265586914
