date,france_no2_mean
2024-10-31,14.112562903905363
2024-11-01,17.940116553911878
2024-11-02,18.287010877448246
2024-11-03,14.764086546941986
2024-11-04,21.83019480914378
2024-11-05,17.890660087081397
2024-11-06,23.019791792545288
2024-11-07,26.030678568350123
2024-11-08,30.771582173978075
2024-11-09,19.29626706188167
2024-11-10,18.698690291424263
2024-11-11,22.275678063663307
2024-11-12,15.778630167381872
2024-11-13,22.532484160786133
2024-11-14,26.195513188763726
2024-11-15,25.77611742283077
2024-11-16,24.486667570865006
2024-11-17,22.20056976125101
2024-11-18,25.158505651005076
2024-11-19,20.56782126036744
2024-11-20,17.652587541202998
2024-11-21,26.474973962497966
2024-11-22,18.56461509335981
2024-11-23,24.648690883089525
2024-11-24,20.382632608444418
2024-11-25,25.107362302409506
2024-11-26,26.820924850196178
2024-11-27,21.643747907273223
2024-11-28,23.905067305868833
2024-11-29,23.812931430778868
2024-11-30,16.36028846819164
2024-12-01,14.953399041416894
2024-12-02,30.617443011252046
2024-12-03,29.649536117369998
2024-12-04,23.486517607426144
2024-12-05,21.6022434730465
2024-12-06,27.124040658900885
2024-12-07,25.170543617857742
2024-12-08,17.230789349080567
2024-12-09,22.630071791537137
2024-12-10,23.453282805307897
2024-12-11,24.555501827393304
2024-12-12,19.68982663189193
2024-12-13,28.172801784266102
2024-12-14,26.228194208549187
2024-12-15,20.8718856649279
2024-12-16,24.11021981054514
2024-12-17,33.22773341231977
2024-12-18,30.786295839110103
2024-12-19,28.071375527754885
2024-12-20,19.56476856649784
2024-12-21,23.564068656677765
2024-12-22,22.898805815819593
2024-12-23,20.911162869588875
2024-12-24,17.984735467522153
2024-12-25,18.30832590814624
2024-12-26,18.598481692580638
2024-12-27,24.29821409286307
2024-12-28,31.029946338723093
2024-12-29,27.03965451164302
2024-12-30,33.806095400616684
2024-12-31,28.072500641158552
2025-01-01,27.707263268008337
2025-01-02,27.87383731504331
2025-01-03,21.023175051024673
2025-01-04,22.475091195034118
2025-01-05,21.696370157608253
2025-01-06,23.84735983797442
2025-01-07,20.286932984721993
2025-01-08,22.31286995821383
2025-01-09,20.24894301946258
2025-01-10,21.329283020860544
2025-01-11,19.645297794610055
2025-01-12,9.422579164313946
2025-01-13,12.630979982184988
2025-01-14,13.39514886833066
2025-01-15,23.24359803035839
2025-01-16,23.628058010657274
2025-01-17,22.740367972423414
2025-01-18,27.20647143635297
2025-01-19,23.67177900661854
2025-01-20,29.491041616261022
2025-01-21,27.573683961394696
2025-01-22,27.217319954972847
2025-01-23,28.199823241209995
2025-01-24,29.141908131956885
2025-01-25,23.92883506252683
2025-01-26,19.30351658808727
2025-01-27,21.76238750563591
2025-01-28,15.77242856358083
2025-01-29,32.12176069739302
2025-01-30,25.22915785370897
2025-01-31,28.05793592582283
2025-02-01,23.394133532613555
2025-02-02,16.849251074297843
2025-02-03,21.841196817765255
2025-02-04,21.18406234813608
2025-02-05,20.608399368288925
2025-02-06,31.269318525867483
2025-02-07,25.87139875777908
2025-02-08,22.035453568092365
2025-02-09,15.398140610355036
2025-02-10,23.561770021028043
2025-02-11,25.89814660345433
2025-02-12,21.341852630076787
2025-02-13,25.29967334759179
2025-02-14,19.25738990553939
2025-02-15,15.93274967467396
2025-02-16,16.78847937504826
2025-02-17,20.90429678726131
2025-02-18,17.78001240686246
2025-02-19,19.2351862571968
2025-02-20,22.00410367987092
2025-02-21,25.353643547985314
2025-02-22,29.29676936861344
2025-02-23,23.14996914783476
2025-02-24,29.327846668350926
2025-02-25,22.83619407585028
2025-02-26,26.87081237965449
2025-02-27,17.470007310428034
2025-02-28,19.885955051985647
2025-03-01,23.460756415562273
2025-03-02,12.089269057597678
2025-03-03,17.53228045987922
2025-03-04,21.694850137133812
2025-03-05,30.327761692824367
2025-03-06,37.754280766532176
2025-03-07,28.62759717769638
2025-03-08,24.496920855757878
2025-03-09,20.446967580615674
2025-03-10,17.515518610307474
2025-03-11,16.475826424625968
2025-03-12,16.362897757725953
2025-03-13,19.0109011476165
2025-03-14,17.223962938246405
2025-03-15,17.25921695733407
2025-03-16,12.040176894636563
2025-03-17,12.574167245567912
2025-03-18,10.185921946983868
2025-03-19,17.548038227998074
2025-03-20,25.0271168721406
2025-03-21,22.05841647509874
2025-03-22,17.141433646402803
2025-03-23,13.860356154173232
2025-03-24,17.681985066627966
