city,population,lat,lon,date,peak_temperature,precipitation_mm
Luebeck,212207,53.813705,10.751445,2017-02-18,5.7,0.0
Luebeck,212207,53.813705,10.751445,2017-02-19,5.8,1.1
Luebeck,212207,53.813705,10.751445,2017-02-20,9.1,1.3
Luebeck,212207,53.813705,10.751445,2017-02-21,8.6,1.9
Luebeck,212207,53.813705,10.751445,2017-02-22,9.3,9.0
Luebeck,212207,53.813705,10.751445,2017-02-23,7.9,10.3
Luebeck,212207,53.813705,10.751445,2017-02-24,5.9,3.3
Luebeck,212207,53.813705,10.751445,2017-02-25,5.7,4.2
Luebeck,212207,53.813705,10.751445,2017-02-26,7.9,1.3
Luebeck,212207,53.813705,10.751445,2017-02-27,12.1,0.4
Luebeck,212207,53.813705,10.751445,2017-02-28,9.1,1.1
Luebeck,212207,53.813705,10.751445,2017-03-01,6.1,1.4
Luebeck,212207,53.813705,10.751445,2017-03-02,6.7,5.3
Luebeck,212207,53.813705,10.751445,2017-03-03,9.1,0.5
Luebeck,212207,53.813705,10.751445,2017-03-04,12.4,1.0
Luebeck,212207,53.813705,10.751445,2017-03-05,9.8,2.3
Luebeck,212207,53.813705,10.751445,2017-03-06,8.5,0.8
Luebeck,212207,53.813705,10.751445,2017-03-07,2.5,0.5
Luebeck,212207,53.813705,10.751445,2017-03-08,7.4,3.1
Luebeck,212207,53.813705,10.751445,2017-03-09,8.9,3.3
Luebeck,212207,53.813705,10.751445,2017-03-10,9.4,0.2
Luebeck,212207,53.813705,10.751445,2017-03-11,9.3,0.0
Luebeck,212207,53.813705,10.751445,2017-03-12,7.3,0.0
Luebeck,212207,53.813705,10.751445,2017-03-13,8.0,0.2
Luebeck,212207,53.813705,10.751445,2017-03-14,12.2,0.1
Luebeck,212207,53.813705,10.751445,2017-03-15,10.8,0.0
Luebeck,212207,53.813705,10.751445,2017-03-16,13.1,0.0
Luebeck,212207,53.813705,10.751445,2017-03-17,8.4,1.5
Luebeck,212207,53.813705,10.751445,2017-03-18,7.8,4.0
Luebeck,212207,53.813705,10.751445,2017-03-19,9.1,14.4
Luebeck,212207,53.813705,10.751445,2017-03-20,10.6,7.6
Luebeck,212207,53.813705,10.751445,2017-03-21,10.7,1.7
Luebeck,212207,53.813705,10.751445,2017-03-22,10.9,0.0
Luebeck,212207,53.813705,10.751445,2017-03-23,8.4,0.3
Luebeck,212207,53.813705,10.751445,2017-03-24,11.1,0.0
Luebeck,212207,53.813705,10.751445,2017-03-25,11.1,0.0
Luebeck,212207,53.813705,10.751445,2017-03-26,11.6,0.0
Luebeck,212207,53.813705,10.751445,2017-03-27,15.6,0.0
Luebeck,212207,53.813705,10.751445,2017-03-28,17.7,0.0
Luebeck,212207,53.813705,10.751445,2017-03-29,13.1,0.9
Luebeck,212207,53.813705,10.751445,2017-03-30,17.9,0.8
Luebeck,212207,53.813705,10.751445,2017-03-31,20.0,0.0
Luebeck,212207,53.813705,10.751445,2017-04-01,17.5,2.7
Luebeck,212207,53.813705,10.751445,2017-04-02,15.1,2.1
Luebeck,212207,53.813705,10.751445,2017-04-03,12.4,0.0
Luebeck,212207,53.813705,10.751445,2017-04-04,11.9,0.0
Luebeck,212207,53.813705,10.751445,2017-04-05,11.2,0.1
Luebeck,212207,53.813705,10.751445,2017-04-06,11.1,0.0
Luebeck,212207,53.813705,10.751445,2017-04-07,11.9,0.0
Luebeck,212207,53.813705,10.751445,2017-04-08,12.1,0.0
Luebeck,212207,53.813705,10.751445,2017-04-09,16.9,0.0
Luebeck,212207,53.813705,10.751445,2017-04-10,12.6,0.1
Luebeck,212207,53.813705,10.751445,2017-04-11,10.0,1.2
Luebeck,212207,53.813705,10.751445,2017-04-12,8.8,7.0
Luebeck,212207,53.813705,10.751445,2017-04-13,10.8,0.9
Luebeck,212207,53.813705,10.751445,2017-04-14,11.6,1.6
Luebeck,212207,53.813705,10.751445,2017-04-15,9.3,5.6
Luebeck,212207,53.813705,10.751445,2017-04-16,8.2,5.1
Luebeck,212207,53.813705,10.751445,2017-04-17,8.8,4.5
Luebeck,212207,53.813705,10.751445,2017-04-18,5.8,3.0
Luebeck,212207,53.813705,10.751445,2017-04-19,6.2,0.9
Luebeck,212207,53.813705,10.751445,2017-04-20,8.9,0.0
Luebeck,212207,53.813705,10.751445,2017-04-21,13.1,0.9
Luebeck,212207,53.813705,10.751445,2017-04-22,8.6,4.0
Luebeck,212207,53.813705,10.751445,2017-04-23,8.4,0.9
Luebeck,212207,53.813705,10.751445,2017-04-24,11.0,3.9
Luebeck,212207,53.813705,10.751445,2017-04-25,7.3,7.2
Luebeck,212207,53.813705,10.751445,2017-04-26,9.4,1.1
Luebeck,212207,53.813705,10.751445,2017-04-27,9.5,1.5
Luebeck,212207,53.813705,10.751445,2017-04-28,11.9,9.1
Luebeck,212207,53.813705,10.751445,2017-04-29,10.0,2.4
Luebeck,212207,53.813705,10.751445,2017-04-30,12.3,0.0
Luebeck,212207,53.813705,10.751445,2017-05-01,14.9,0.0
Luebeck,212207,53.813705,10.751445,2017-05-02,12.7,5.3
Luebeck,212207,53.813705,10.751445,2017-05-03,13.1,0.0
Luebeck,212207,53.813705,10.751445,2017-05-04,8.9,14.5
Luebeck,212207,53.813705,10.751445,2017-05-05,8.9,4.7
Luebeck,212207,53.813705,10.751445,2017-05-06,13.8,0.1
Luebeck,212207,53.813705,10.751445,2017-05-07,17.1,0.0
Luebeck,212207,53.813705,10.751445,2017-05-08,10.6,1.6
Luebeck,212207,53.813705,10.751445,2017-05-09,11.0,0.0
Luebeck,212207,53.813705,10.751445,2017-05-10,10.1,2.4
Luebeck,212207,53.813705,10.751445,2017-05-11,15.1,0.0
Luebeck,212207,53.813705,10.751445,2017-05-12,18.6,0.7
Luebeck,212207,53.813705,10.751445,2017-05-13,20.5,1.1
Luebeck,212207,53.813705,10.751445,2017-05-14,19.5,0.4
Luebeck,212207,53.813705,10.751445,2017-05-15,18.2,0.5
Luebeck,212207,53.813705,10.751445,2017-05-16,13.9,9.3
Luebeck,212207,53.813705,10.751445,2017-05-17,23.9,0.0
Luebeck,212207,53.813705,10.751445,2017-05-18,26.0,0.9
Luebeck,212207,53.813705,10.751445,2017-05-19,22.0,4.6
Luebeck,212207,53.813705,10.751445,2017-05-20,17.3,3.8
Luebeck,212207,53.813705,10.751445,2017-05-21,18.6,0.0
Luebeck,212207,53.813705,10.751445,2017-05-22,20.4,0.0
Luebeck,212207,53.813705,10.751445,2017-05-23,22.5,0.0
Luebeck,212207,53.813705,10.751445,2017-05-24,16.5,0.3
Luebeck,212207,53.813705,10.751445,2017-05-25,20.0,0.0
Luebeck,212207,53.813705,10.751445,2017-05-26,21.7,0.0
Luebeck,212207,53.813705,10.751445,2017-05-27,24.8,0.0
Luebeck,212207,53.813705,10.751445,2017-05-28,25.5,0.0
Luebeck,212207,53.813705,10.751445,2017-05-29,23.0,0.0
Luebeck,212207,53.813705,10.751445,2017-05-30,24.8,8.5
Luebeck,212207,53.813705,10.751445,2017-05-31,18.0,0.3
Luebeck,212207,53.813705,10.751445,2017-06-01,18.5,0.0
Luebeck,212207,53.813705,10.751445,2017-06-02,21.7,0.0
Luebeck,212207,53.813705,10.751445,2017-06-03,19.0,4.2
Luebeck,212207,53.813705,10.751445,2017-06-04,18.5,11.1
Luebeck,212207,53.813705,10.751445,2017-06-05,19.8,0.0
Luebeck,212207,53.813705,10.751445,2017-06-06,22.5,1.7
Luebeck,212207,53.813705,10.751445,2017-06-07,15.4,4.6
Luebeck,212207,53.813705,10.751445,2017-06-08,15.4,3.7
Luebeck,212207,53.813705,10.751445,2017-06-09,24.7,4.6
Luebeck,212207,53.813705,10.751445,2017-06-10,20.2,0.2
Luebeck,212207,53.813705,10.751445,2017-06-11,25.9,2.0
Luebeck,212207,53.813705,10.751445,2017-06-12,18.0,2.2
Luebeck,212207,53.813705,10.751445,2017-06-13,17.8,1.3
Luebeck,212207,53.813705,10.751445,2017-06-14,19.9,0.0
Luebeck,212207,53.813705,10.751445,2017-06-15,24.2,2.2
Luebeck,212207,53.813705,10.751445,2017-06-16,18.0,2.8
Luebeck,212207,53.813705,10.751445,2017-06-17,21.2,0.0
Luebeck,212207,53.813705,10.751445,2017-06-18,24.0,0.0
Luebeck,212207,53.813705,10.751445,2017-06-19,26.5,0.2
Luebeck,212207,53.813705,10.751445,2017-06-20,23.0,0.0
Luebeck,212207,53.813705,10.751445,2017-06-21,20.8,0.0
Luebeck,212207,53.813705,10.751445,2017-06-22,25.0,1.3
Luebeck,212207,53.813705,10.751445,2017-06-23,20.0,3.7
Luebeck,212207,53.813705,10.751445,2017-06-24,17.7,3.4
Luebeck,212207,53.813705,10.751445,2017-06-25,18.1,2.9
Luebeck,212207,53.813705,10.751445,2017-06-26,18.6,0.4
Luebeck,212207,53.813705,10.751445,2017-06-27,18.5,0.0
Luebeck,212207,53.813705,10.751445,2017-06-28,23.5,3.4
Luebeck,212207,53.813705,10.751445,2017-06-29,22.0,10.8
Luebeck,212207,53.813705,10.751445,2017-06-30,15.4,50.2
Luebeck,212207,53.813705,10.751445,2017-07-01,17.0,1.9
Luebeck,212207,53.813705,10.751445,2017-07-02,18.5,0.2
Luebeck,212207,53.813705,10.751445,2017-07-03,20.2,1.4
Luebeck,212207,53.813705,10.751445,2017-07-04,17.6,0.9
Luebeck,212207,53.813705,10.751445,2017-07-05,19.0,3.6
Luebeck,212207,53.813705,10.751445,2017-07-06,20.9,0.2
Luebeck,212207,53.813705,10.751445,2017-07-07,23.5,9.4
Luebeck,212207,53.813705,10.751445,2017-07-08,21.9,0.6
Luebeck,212207,53.813705,10.751445,2017-07-09,20.0,0.0
Luebeck,212207,53.813705,10.751445,2017-07-10,18.9,23.2
Luebeck,212207,53.813705,10.751445,2017-07-11,20.6,6.7
Luebeck,212207,53.813705,10.751445,2017-07-12,16.5,10.8
Luebeck,212207,53.813705,10.751445,2017-07-13,17.5,0.0
Luebeck,212207,53.813705,10.751445,2017-07-14,20.0,0.5
Luebeck,212207,53.813705,10.751445,2017-07-15,20.0,0.3
Luebeck,212207,53.813705,10.751445,2017-07-16,19.3,1.3
Luebeck,212207,53.813705,10.751445,2017-07-17,19.5,0.2
Luebeck,212207,53.813705,10.751445,2017-07-18,20.7,0.0
Luebeck,212207,53.813705,10.751445,2017-07-19,25.0,2.4
Luebeck,212207,53.813705,10.751445,2017-07-20,24.2,3.1
Luebeck,212207,53.813705,10.751445,2017-07-21,21.7,0.0
Luebeck,212207,53.813705,10.751445,2017-07-22,20.4,5.0
Luebeck,212207,53.813705,10.751445,2017-07-23,19.9,5.0
Luebeck,212207,53.813705,10.751445,2017-07-24,20.8,1.9
Luebeck,212207,53.813705,10.751445,2017-07-25,17.0,20.3
Luebeck,212207,53.813705,10.751445,2017-07-26,20.2,9.8
Luebeck,212207,53.813705,10.751445,2017-07-27,21.2,0.3
Luebeck,212207,53.813705,10.751445,2017-07-28,19.4,4.7
Luebeck,212207,53.813705,10.751445,2017-07-29,20.0,9.8
Luebeck,212207,53.813705,10.751445,2017-07-30,25.6,8.6
Luebeck,212207,53.813705,10.751445,2017-07-31,23.1,0.4
Luebeck,212207,53.813705,10.751445,2017-08-01,23.9,2.8
Luebeck,212207,53.813705,10.751445,2017-08-02,22.0,0.7
Luebeck,212207,53.813705,10.751445,2017-08-03,23.7,8.4
Luebeck,212207,53.813705,10.751445,2017-08-04,20.4,1.0
Luebeck,212207,53.813705,10.751445,2017-08-05,19.3,0.4
Luebeck,212207,53.813705,10.751445,2017-08-06,19.0,1.0
Luebeck,212207,53.813705,10.751445,2017-08-07,22.6,0.0
Luebeck,212207,53.813705,10.751445,2017-08-08,23.7,0.0
Luebeck,212207,53.813705,10.751445,2017-08-09,21.4,0.1
Luebeck,212207,53.813705,10.751445,2017-08-10,21.5,0.1
Luebeck,212207,53.813705,10.751445,2017-08-11,16.6,8.4
Luebeck,212207,53.813705,10.751445,2017-08-12,18.0,5.9
Luebeck,212207,53.813705,10.751445,2017-08-13,19.8,0.1
Luebeck,212207,53.813705,10.751445,2017-08-14,21.1,0.0
Luebeck,212207,53.813705,10.751445,2017-08-15,25.6,1.1
Luebeck,212207,53.813705,10.751445,2017-08-16,22.0,0.4
Luebeck,212207,53.813705,10.751445,2017-08-17,23.0,4.4
Luebeck,212207,53.813705,10.751445,2017-08-18,20.4,7.0
Luebeck,212207,53.813705,10.751445,2017-08-19,18.2,1.7
Luebeck,212207,53.813705,10.751445,2017-08-20,17.7,3.8
Luebeck,212207,53.813705,10.751445,2017-08-21,18.5,0.3
Luebeck,212207,53.813705,10.751445,2017-08-22,17.8,0.4
Luebeck,212207,53.813705,10.751445,2017-08-23,20.6,0.0
Luebeck,212207,53.813705,10.751445,2017-08-24,21.6,2.7
Luebeck,212207,53.813705,10.751445,2017-08-25,20.4,0.1
Luebeck,212207,53.813705,10.751445,2017-08-26,22.4,1.2
Luebeck,212207,53.813705,10.751445,2017-08-27,20.1,1.5
Luebeck,212207,53.813705,10.751445,2017-08-28,20.9,0.0
Luebeck,212207,53.813705,10.751445,2017-08-29,25.6,0.0
Luebeck,212207,53.813705,10.751445,2017-08-30,26.6,5.2
Luebeck,212207,53.813705,10.751445,2017-08-31,20.1,0.2
Luebeck,212207,53.813705,10.751445,2017-09-01,18.5,0.4
Luebeck,212207,53.813705,10.751445,2017-09-02,17.5,0.6
Luebeck,212207,53.813705,10.751445,2017-09-03,18.0,0.4
Luebeck,212207,53.813705,10.751445,2017-09-04,19.5,0.0
Luebeck,212207,53.813705,10.751445,2017-09-05,21.5,0.7
Luebeck,212207,53.813705,10.751445,2017-09-06,19.5,22.3
Luebeck,212207,53.813705,10.751445,2017-09-07,17.6,0.4
Luebeck,212207,53.813705,10.751445,2017-09-08,15.1,8.0
Luebeck,212207,53.813705,10.751445,2017-09-09,16.3,6.4
Luebeck,212207,53.813705,10.751445,2017-09-10,17.9,0.1
Luebeck,212207,53.813705,10.751445,2017-09-11,16.9,3.4
Luebeck,212207,53.813705,10.751445,2017-09-12,16.2,1.2
Luebeck,212207,53.813705,10.751445,2017-09-13,15.6,7.1
Luebeck,212207,53.813705,10.751445,2017-09-14,16.0,0.7
Luebeck,212207,53.813705,10.751445,2017-09-15,15.8,1.4
Luebeck,212207,53.813705,10.751445,2017-09-16,14.4,0.1
Luebeck,212207,53.813705,10.751445,2017-09-17,16.6,5.3
Luebeck,212207,53.813705,10.751445,2017-09-18,15.7,0.7
Luebeck,212207,53.813705,10.751445,2017-09-19,16.1,0.1
Luebeck,212207,53.813705,10.751445,2017-09-20,14.6,3.0
Luebeck,212207,53.813705,10.751445,2017-09-21,17.3,0.1
Luebeck,212207,53.813705,10.751445,2017-09-22,17.3,0.0
Luebeck,212207,53.813705,10.751445,2017-09-23,17.0,0.3
Luebeck,212207,53.813705,10.751445,2017-09-24,17.6,1.6
Luebeck,212207,53.813705,10.751445,2017-09-25,17.8,1.2
Luebeck,212207,53.813705,10.751445,2017-09-26,17.2,1.5
Luebeck,212207,53.813705,10.751445,2017-09-27,18.8,1.0
Luebeck,212207,53.813705,10.751445,2017-09-28,17.4,0.3
Luebeck,212207,53.813705,10.751445,2017-09-29,20.6,0.0
Luebeck,212207,53.813705,10.751445,2017-09-30,17.4,3.7
Luebeck,212207,53.813705,10.751445,2017-10-01,16.6,3.8
Luebeck,212207,53.813705,10.751445,2017-10-02,16.6,8.6
Luebeck,212207,53.813705,10.751445,2017-10-03,14.6,0.9
Luebeck,212207,53.813705,10.751445,2017-10-04,12.6,9.2
Luebeck,212207,53.813705,10.751445,2017-10-05,13.7,25.5
Luebeck,212207,53.813705,10.751445,2017-10-06,14.1,0.8
Luebeck,212207,53.813705,10.751445,2017-10-07,12.1,7.5
Luebeck,212207,53.813705,10.751445,2017-10-08,12.9,0.1
Luebeck,212207,53.813705,10.751445,2017-10-09,12.4,0.8
Luebeck,212207,53.813705,10.751445,2017-10-10,14.4,6.7
Luebeck,212207,53.813705,10.751445,2017-10-11,14.6,1.1
Luebeck,212207,53.813705,10.751445,2017-10-12,14.1,2.0
Luebeck,212207,53.813705,10.751445,2017-10-13,15.8,0.0
Luebeck,212207,53.813705,10.751445,2017-10-14,17.5,0.0
Luebeck,212207,53.813705,10.751445,2017-10-15,19.9,0.0
Luebeck,212207,53.813705,10.751445,2017-10-16,20.0,0.0
Luebeck,212207,53.813705,10.751445,2017-10-17,18.0,0.0
Luebeck,212207,53.813705,10.751445,2017-10-18,15.4,0.0
Luebeck,212207,53.813705,10.751445,2017-10-19,17.5,0.0
Luebeck,212207,53.813705,10.751445,2017-10-20,16.6,7.7
Luebeck,212207,53.813705,10.751445,2017-10-21,13.8,1.4
Luebeck,212207,53.813705,10.751445,2017-10-22,12.1,1.7
Luebeck,212207,53.813705,10.751445,2017-10-23,11.1,12.5
Luebeck,212207,53.813705,10.751445,2017-10-24,14.0,4.4
Luebeck,212207,53.813705,10.751445,2017-10-25,15.6,4.1
Luebeck,212207,53.813705,10.751445,2017-10-26,13.8,0.8
Luebeck,212207,53.813705,10.751445,2017-10-27,11.9,0.0
Luebeck,212207,53.813705,10.751445,2017-10-28,12.2,0.4
Luebeck,212207,53.813705,10.751445,2017-10-29,11.8,3.1
Luebeck,212207,53.813705,10.751445,2017-10-30,8.4,0.0
Luebeck,212207,53.813705,10.751445,2017-10-31,9.4,0.2
Luebeck,212207,53.813705,10.751445,2017-11-01,12.6,7.8
Luebeck,212207,53.813705,10.751445,2017-11-02,12.8,7.0
Luebeck,212207,53.813705,10.751445,2017-11-03,10.6,0.0
Luebeck,212207,53.813705,10.751445,2017-11-04,11.1,0.0
Luebeck,212207,53.813705,10.751445,2017-11-05,12.1,8.3
Luebeck,212207,53.813705,10.751445,2017-11-06,9.6,0.0
Luebeck,212207,53.813705,10.751445,2017-11-07,5.3,0.0
Luebeck,212207,53.813705,10.751445,2017-11-08,9.1,0.0
Luebeck,212207,53.813705,10.751445,2017-11-09,8.9,0.3
Luebeck,212207,53.813705,10.751445,2017-11-10,8.5,5.4
Luebeck,212207,53.813705,10.751445,2017-11-11,5.9,1.8
Luebeck,212207,53.813705,10.751445,2017-11-12,6.0,0.2
Luebeck,212207,53.813705,10.751445,2017-11-13,7.4,0.0
Luebeck,212207,53.813705,10.751445,2017-11-14,7.7,0.9
Luebeck,212207,53.813705,10.751445,2017-11-15,9.4,1.6
Luebeck,212207,53.813705,10.751445,2017-11-16,8.2,0.7
Luebeck,212207,53.813705,10.751445,2017-11-17,8.4,0.4
Luebeck,212207,53.813705,10.751445,2017-11-18,6.1,3.9
Luebeck,212207,53.813705,10.751445,2017-11-19,7.5,2.7
Luebeck,212207,53.813705,10.751445,2017-11-20,5.8,1.4
Luebeck,212207,53.813705,10.751445,2017-11-21,4.8,1.4
Luebeck,212207,53.813705,10.751445,2017-11-22,10.6,2.4
Luebeck,212207,53.813705,10.751445,2017-11-23,13.2,1.2
Luebeck,212207,53.813705,10.751445,2017-11-24,8.1,8.5
Luebeck,212207,53.813705,10.751445,2017-11-25,4.2,0.0
Luebeck,212207,53.813705,10.751445,2017-11-26,5.0,1.1
Luebeck,212207,53.813705,10.751445,2017-11-27,6.3,5.3
Luebeck,212207,53.813705,10.751445,2017-11-28,6.3,2.7
Luebeck,212207,53.813705,10.751445,2017-11-29,4.7,2.5
Luebeck,212207,53.813705,10.751445,2017-11-30,3.2,0.1
Luebeck,212207,53.813705,10.751445,2017-12-01,3.4,0.7
Luebeck,212207,53.813705,10.751445,2017-12-02,2.5,0.0
Luebeck,212207,53.813705,10.751445,2017-12-03,5.1,5.9
Luebeck,212207,53.813705,10.751445,2017-12-04,5.3,0.1
Luebeck,212207,53.813705,10.751445,2017-12-05,8.4,1.2
Luebeck,212207,53.813705,10.751445,2017-12-06,8.5,0.9
Luebeck,212207,53.813705,10.751445,2017-12-07,7.7,3.6
Luebeck,212207,53.813705,10.751445,2017-12-08,6.6,3.3
Luebeck,212207,53.813705,10.751445,2017-12-09,3.8,2.7
Luebeck,212207,53.813705,10.751445,2017-12-10,1.5,2.9
Luebeck,212207,53.813705,10.751445,2017-12-11,2.5,7.5
Luebeck,212207,53.813705,10.751445,2017-12-12,1.4,6.3
Luebeck,212207,53.813705,10.751445,2017-12-13,3.3,6.0
Luebeck,212207,53.813705,10.751445,2017-12-14,4.3,5.6
Luebeck,212207,53.813705,10.751445,2017-12-15,3.6,0.6
Luebeck,212207,53.813705,10.751445,2017-12-16,3.5,0.8
Luebeck,212207,53.813705,10.751445,2017-12-17,2.4,0.1
Luebeck,212207,53.813705,10.751445,2017-12-18,2.3,0.0
Luebeck,212207,53.813705,10.751445,2017-12-19,5.1,0.4
Luebeck,212207,53.813705,10.751445,2017-12-20,6.4,0.0
Luebeck,212207,53.813705,10.751445,2017-12-21,6.9,0.4
Luebeck,212207,53.813705,10.751445,2017-12-22,6.6,0.1
Luebeck,212207,53.813705,10.751445,2017-12-23,8.6,0.0
Luebeck,212207,53.813705,10.751445,2017-12-24,9.4,0.1
Luebeck,212207,53.813705,10.751445,2017-12-25,8.9,0.2
Luebeck,212207,53.813705,10.751445,2017-12-26,7.6,0.5
Luebeck,212207,53.813705,10.751445,2017-12-27,4.7,0.5
Luebeck,212207,53.813705,10.751445,2017-12-28,4.2,0.0
Luebeck,212207,53.813705,10.751445,2017-12-29,3.7,0.0
Luebeck,212207,53.813705,10.751445,2017-12-30,7.9,4.3
Luebeck,212207,53.813705,10.751445,2017-12-31,10.9,10.1
Luebeck,212207,53.813705,10.751445,2018-01-01,9.4,3.3
Luebeck,212207,53.813705,10.751445,2018-01-02,6.1,0.0
Luebeck,212207,53.813705,10.751445,2018-01-03,7.7,23.6
Luebeck,212207,53.813705,10.751445,2018-01-04,6.5,4.3
Luebeck,212207,53.813705,10.751445,2018-01-05,7.7,3.4
Luebeck,212207,53.813705,10.751445,2018-01-06,5.3,3.3
Luebeck,212207,53.813705,10.751445,2018-01-07,2.2,0.0
Luebeck,212207,53.813705,10.751445,2018-01-08,0.4,0.0
Luebeck,212207,53.813705,10.751445,2018-01-09,4.0,0.0
Luebeck,212207,53.813705,10.751445,2018-01-10,4.7,1.5
Luebeck,212207,53.813705,10.751445,2018-01-11,3.3,4.9
Luebeck,212207,53.813705,10.751445,2018-01-12,1.9,0.0
Luebeck,212207,53.813705,10.751445,2018-01-13,1.0,0.0
Luebeck,212207,53.813705,10.751445,2018-01-14,0.1,0.0
Luebeck,212207,53.813705,10.751445,2018-01-15,3.7,1.5
Luebeck,212207,53.813705,10.751445,2018-01-16,4.8,7.0
Luebeck,212207,53.813705,10.751445,2018-01-17,2.2,1.2
Luebeck,212207,53.813705,10.751445,2018-01-18,1.5,14.5
Luebeck,212207,53.813705,10.751445,2018-01-19,2.5,1.2
Luebeck,212207,53.813705,10.751445,2018-01-20,2.3,0.7
Luebeck,212207,53.813705,10.751445,2018-01-21,1.2,0.1
Luebeck,212207,53.813705,10.751445,2018-01-22,1.1,1.9
Luebeck,212207,53.813705,10.751445,2018-01-23,6.2,1.2
Luebeck,212207,53.813705,10.751445,2018-01-24,12.1,1.2
Luebeck,212207,53.813705,10.751445,2018-01-25,11.2,3.3
Luebeck,212207,53.813705,10.751445,2018-01-26,7.2,1.2
Luebeck,212207,53.813705,10.751445,2018-01-27,6.4,1.1
Luebeck,212207,53.813705,10.751445,2018-01-28,9.4,1.9
Luebeck,212207,53.813705,10.751445,2018-01-29,10.2,8.6
Luebeck,212207,53.813705,10.751445,2018-01-30,6.3,0.0
Luebeck,212207,53.813705,10.751445,2018-01-31,8.3,4.1
Luebeck,212207,53.813705,10.751445,2018-02-01,3.8,0.6
Luebeck,212207,53.813705,10.751445,2018-02-02,3.5,0.6
Luebeck,212207,53.813705,10.751445,2018-02-03,1.5,2.2
Luebeck,212207,53.813705,10.751445,2018-02-04,1.8,3.2
Luebeck,212207,53.813705,10.751445,2018-02-05,0.9,0.4
Luebeck,212207,53.813705,10.751445,2018-02-06,-0.3,0.0
Luebeck,212207,53.813705,10.751445,2018-02-07,-0.1,0.0
Luebeck,212207,53.813705,10.751445,2018-02-08,0.7,0.0
Luebeck,212207,53.813705,10.751445,2018-02-09,1.0,0.0
Luebeck,212207,53.813705,10.751445,2018-02-10,2.3,0.0
Luebeck,212207,53.813705,10.751445,2018-02-11,4.2,3.3
Luebeck,212207,53.813705,10.751445,2018-02-12,3.6,0.1
Luebeck,212207,53.813705,10.751445,2018-02-13,4.2,0.0
Luebeck,212207,53.813705,10.751445,2018-02-14,4.6,0.0
Luebeck,212207,53.813705,10.751445,2018-02-15,2.5,3.3
Luebeck,212207,53.813705,10.751445,2018-02-16,5.6,0.0
Luebeck,212207,53.813705,10.751445,2018-02-17,4.9,0.0
Luebeck,212207,53.813705,10.751445,2018-02-18,4.6,0.0
Luebeck,212207,53.813705,10.751445,2018-02-19,5.4,0.0
Luebeck,212207,53.813705,10.751445,2018-02-20,3.9,0.0
Luebeck,212207,53.813705,10.751445,2018-02-21,3.0,0.3
Luebeck,212207,53.813705,10.751445,2018-02-22,3.2,0.0
Luebeck,212207,53.813705,10.751445,2018-02-23,0.3,0.0
Luebeck,212207,53.813705,10.751445,2018-02-24,0.8,0.0
Luebeck,212207,53.813705,10.751445,2018-02-25,-1.0,3.0
Luebeck,212207,53.813705,10.751445,2018-02-26,-2.8,4.4
Luebeck,212207,53.813705,10.751445,2018-02-27,-3.5,2.1
Luebeck,212207,53.813705,10.751445,2018-02-28,-9.8,0.0
Luebeck,212207,53.813705,10.751445,2018-03-01,-6.3,0.0
Luebeck,212207,53.813705,10.751445,2018-03-02,-7.3,0.0
Luebeck,212207,53.813705,10.751445,2018-03-03,-4.6,0.0
Luebeck,212207,53.813705,10.751445,2018-03-04,0.2,0.0
Luebeck,212207,53.813705,10.751445,2018-03-05,7.8,1.1
Luebeck,212207,53.813705,10.751445,2018-03-06,5.4,0.0
Luebeck,212207,53.813705,10.751445,2018-03-07,1.5,5.5
Luebeck,212207,53.813705,10.751445,2018-03-08,5.4,4.3
Luebeck,212207,53.813705,10.751445,2018-03-09,6.6,1.6
Luebeck,212207,53.813705,10.751445,2018-03-10,8.0,2.1
Luebeck,212207,53.813705,10.751445,2018-03-11,14.2,1.4
Luebeck,212207,53.813705,10.751445,2018-03-12,8.9,16.2
Luebeck,212207,53.813705,10.751445,2018-03-13,7.6,4.3
Luebeck,212207,53.813705,10.751445,2018-03-14,4.3,0.2
Luebeck,212207,53.813705,10.751445,2018-03-15,3.2,0.0
Luebeck,212207,53.813705,10.751445,2018-03-16,1.1,0.0
Luebeck,212207,53.813705,10.751445,2018-03-17,-0.8,0.0
Luebeck,212207,53.813705,10.751445,2018-03-18,1.1,0.0
Luebeck,212207,53.813705,10.751445,2018-03-19,3.2,0.0
Luebeck,212207,53.813705,10.751445,2018-03-20,4.7,0.8
Luebeck,212207,53.813705,10.751445,2018-03-21,6.1,0.3
Luebeck,212207,53.813705,10.751445,2018-03-22,6.5,5.2
Luebeck,212207,53.813705,10.751445,2018-03-23,5.3,0.1
Luebeck,212207,53.813705,10.751445,2018-03-24,8.2,0.4
Luebeck,212207,53.813705,10.751445,2018-03-25,9.8,0.1
Luebeck,212207,53.813705,10.751445,2018-03-26,6.4,0.4
Luebeck,212207,53.813705,10.751445,2018-03-27,7.3,0.3
Luebeck,212207,53.813705,10.751445,2018-03-28,4.0,6.0
Luebeck,212207,53.813705,10.751445,2018-03-29,4.2,12.8
Luebeck,212207,53.813705,10.751445,2018-03-30,5.5,0.1
Luebeck,212207,53.813705,10.751445,2018-03-31,3.2,11.0
Luebeck,212207,53.813705,10.751445,2018-04-01,3.0,4.5
Luebeck,212207,53.813705,10.751445,2018-04-02,7.7,0.7
Luebeck,212207,53.813705,10.751445,2018-04-03,14.2,6.7
