date start,value
2016-01,29.21350149567467
2016-02,17.533169129720854
2016-03,22.121351766513055
2016-04,17.57611111111111
2016-05,19.10615652033309
2016-06,16.783650793650793
2016-07,15.240488317568113
2016-08,13.647695852534563
2016-09,22.402142857142856
2016-10,18.843241167434716
2016-11,18.666904761904764
2016-12,18.174116743471583
2017-01,26.701536098310292
2017-02,36.91130952380952
2017-03,18.391705069124423
2017-04,15.703968253968254
2017-05,18.138883499070257
2017-06,14.391929824561403
2017-07,15.00867895545315
2017-08,15.395266391785917
2017-09,17.372142857142858
2017-10,16.061827956989248
2017-11,16.58063492063492
2017-12,12.440860215053764
2018-01,16.07101482358648
2018-02,26.956637128535625
2018-03,26.758687040181098
2018-04,21.757335004177108
2018-05,21.03410138248848
2018-06,17.166349206349206
2018-07,16.215975422427036
2018-08,16.580491551459293
2018-09,17.124920634920635
2018-10,21.299704907429863
2018-11,26.681190476190476
2018-12,13.205913978494623
2019-01,17.307878567386208
2019-02,24.956462585034014
2019-03,13.675960061443933
2019-04,24.91952380952381
2019-05,13.004644676206645
2019-06,17.55824143692565
2019-07,15.148694316436252
2019-08,16.778122726170267
2019-09,13.304603301182249
2019-10,14.905201787459852
2019-11,20.118398268398266
2019-12,13.629171903365451
2020-01,14.462016478145511
2020-02,8.394709343892647
2020-03,15.313154587348137
2020-04,16.9491341991342
2020-05,10.246753246753247
2020-06,13.531421356421356
2020-07,10.834869431643627
2020-08,16.29974863845832
2020-09,15.023953823953825
2020-10,11.671554252199414
2020-11,15.976984126984126
2020-12,19.312246892892055
2021-01,12.260862886529086
2021-02,21.839568040654996
2021-03,16.421586127757237
2021-04,13.04361001317523
2021-05,9.242636746143058
2021-06,17.718840579710147
2021-07,15.889901823281907
2021-08,10.561838582175188
2021-09,15.240711462450594
2021-10,14.972778273619788
2021-11,15.97536231884058
2021-12,16.719622593395382
2022-01,14.157725572697522
2022-02,9.952827128875267
2022-03,24.43234412852225
2022-04,13.359175607001694
2022-05,15.058474951883086
2022-06,14.619297634732417
2022-07,13.361596327935738
2022-08,17.603033945951196
2022-09,11.869882050316834
2022-10,15.944609387807143
2022-11,18.38175230566535
2022-12,18.83621427660698
2023-01,11.71114293607281
2023-02,16.28808465085639
2023-03,12.221832632071061
2023-04,14.6368961352657
2023-05,17.137914913510986
2023-06,18.33552920509442
2023-07,13.278108929406264
2023-08,12.669785158740279
2023-09,16.67276570048309
2023-10,12.767706872370265
2023-11,9.546920289855073
2023-12,13.412400654511453
2024-01,15.05928929649126
2024-02,11.63216768239257
2024-03,23.92285204276789
2024-04,12.379597214379823
2024-05,14.594011645203791
2024-06,13.478537549407115
2024-07,11.870266479663394
2024-08,14.887556996533153
2024-09,19.440250329380763
2024-10,14.42460368056441
2024-11,14.53965744400527
2024-12,10.99059373539037
2025-01,12.387524544179524
2025-02,26.72202380952381
2025-03,24.928535980148883
2025-04,14.368051282051281
2025-05,11.894491315136476
2025-06,12.984615384615385
2025-07,12.313895781637717
2025-08,14.125310173697269
2025-09,11.07948717948718
2025-10,9.995831265508684
2025-11,14.126307692307693
2025-12,14.78287841191067
2026-01,25.253548387096775
2026-02,24.819120879120877
