station id
51
63
64
143
163
215
240
289
506
529
542
652
656
671
678
679
680
688
861
865
866
873
875
924
935
942
943
944
947
959
1119
1120
1121
1123
1136
1450
1451
1452
1453
1454
1516
1535
1583
1637
1639
1662
1667
1776
1785
1791
1793
1845
1846
1860
1879
1945
1948
1949
1972
1973
1974
1988
9488
9557
10472
138
169
447
481
483
544
615
654
667
670
1465
1528
1540
1541
1640
1641
1668
1681
1749
