station id
42
43
47
52
66
71
168
172
176
282
299
300
319
323
337
348
435
469
471
490
497
530
531
535
539
540
621
665
668
669
677
687
689
690
691
740
744
759
802
840
844
846
869
871
874
907
932
948
949
950
957
1025
1039
1098
1137
1157
1177
1178
1180
1231
1232
1243
1250
1251
1254
1255
1302
1303
1397
1398
1447
1457
1460
1475
1479
1480
1517
1527
1549
1554
1580
1608
1613
1663
1665
1671
1672
1779
1782
1789
1790
1795
1798
1819
1861
1890
1899
1901
1909
9480
9523
9525
9529
9530
9533
9556
9565
9589
10347
10465
10468
10470
1448
1594
1649
317
353
357
467
487
1463
1557
1579
1582
1679
10388
9566
321
